"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"49","5","GO Biological Process","","Regulation of acute inflammatory response","3.7E-4","OSM|CCR7|PPARG|NLRP3|TNF","40149","17935|17944|18040|17857|18010","8.92E-6","","GO:0002673","0.3431798275933005","0"
"189","8","GO Biological Process","","Regulation of stress-activated MAPK cascade","3.7E-4","HGF|CCR7|WNT5A|F2RL1|TLR9|CARD9|TNF|TRPV4","40149","18130|17944|17812|17965|18148|18139|18010|17875","8.83E-6","","GO:0032872","0.3431798275933005","0"
"49","5","GO Biological Process","","Regulation of cell adhesion mediated by integrin","3.7E-4","PDE3B|DPP4|CD3E|ADA|CCL5","40149","18049|17866|18151|17926|17989","8.92E-6","","GO:0033628","0.3431798275933005","0"
"252","9","GO Biological Process","","Response to alcohol","3.7E-4","CCR7|PPARG|ACE|CCR5|SGK1|NPPC|TNF|CYP2E1|ACACA","40149","17944|18040|17896|18133|17917|18031|18010|17782|17920","8.92E-6","","GO:0097305","0.3431798275933005","0"
"282","10","KEGG Pathways","","Cytokine-cytokine receptor interaction","3.7E-4","OSM|AMH|CCR7|IL1RN|CCR2|CCR5|CX3CR1|TNF|CCL5|CCL4","40149","17935|17869|17944|17794|18124|18133|18145|18010|17989|18100","2.94E-6","","hsa04060","0.3431798275933005","0"
"96","7","KEGG Pathways","","Viral protein interaction with cytokine and cytokine receptor","3.7E-4","CCR7|CCR2|CCR5|CX3CR1|TNF|CCL5|CCL4","40149","17944|18124|18133|18145|18010|17989|18100","1.1E-6","","hsa04061","0.3431798275933005","0"
"59","6","KEGG Pathways","","Inflammatory bowel disease","3.7E-4","TBX21|RORA|RORC|STAT4|TNF|TLR5","40149","17893|17821|17992|17953|18010|17845","1.1E-6","","hsa05321","0.3431798275933005","0"
"22","4","GO Biological Process","","Positive regulation of lymphocyte chemotaxis","3.9E-4","WNT5A|CCR2|CCL5|CCL4","40149","17812|18124|17989|18100","9.45E-6","","GO:0140131","0.3408935392973501","0"
"7004","60","TISSUES","","Gland","3.9E-4","CEACAM1|TBX21|MIF|AQP9|AMH|HGF|GCK|MPO|NAPSA|IL1RN|RORA|WNT5A|DNAJC27|PPARGC1A|ADAM28|SFRP5|PDE3B|NRG1|ACE|CCR2|F2RL1|NOS3|SLC19A1|MET|RORC|CD86|ARG1|NR3C2|STAT4|DPP4|TLR9|CD3E|NR5A2|RBP4|ADA|LCN2|ABCA1|PRKCZ|STEAP4|SHBG|IRF4|SIRT3|ADM2|CYP19A1|POMC|CD8A|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|CYP2E1|LDLR|GIPR|ACACA|TLR5|ENPP1","40149","18037|17893|17803|18055|17869|18130|18112|17785|18022|17794|17821|17812|17998|17956|18016|17968|18049|17938|17896|18124|17965|18013|17827|17860|17992|18019|18034|18079|17953|17866|18148|18151|17830|17980|17926|17779|17923|17983|17797|17788|18103|17959|17881|18064|17851|17806|17887|18091|18010|17911|17914|17875|18097|18109|17782|17878|17818|17920|17845|18004","2.39E-6","","BTO:0000522","0.3408935392973501","0"
"255","9","GO Biological Process","","Regulation of I-kappaB kinase/NF-kappaB signaling","4.0E-4","CCR7|RORA|WNT5A|S100B|F2RL1|TLR9|CARD9|LILRB4|TNF","40149","17944|17821|17812|17977|17965|18148|18139|18001|18010","9.78E-6","","GO:0043122","0.33979400086720374","0"
"50","5","GO Biological Process","","Regulation of leukocyte degranulation","4.0E-4","CEACAM1|CCR2|F2RL1|ADORA2B|GATA2","40149","18037|18124|17965|17791|17842","9.77E-6","","GO:0043300","0.33979400086720374","0"
"111","7","TISSUES","","Vascular endothelium","4.2E-4","RIPK3|CCR7|RORA|ACE|NOS3|ANGPT2|TRPV4","40149","18121|17944|17821|17896|18013|17908|17875","2.76E-6","","BTO:0001853","0.33767507096021","0"
"138","7","GO Biological Process","","Regulation of endothelial cell proliferation","4.3E-4","WNT5A|PPARG|GATA2|ARG1|TNF|AGTR1|NR4A1","40149","17812|18040|17842|18034|18010|17911|17884","1.08E-5","","GO:0001936","0.33665315444204136","0"
"194","8","GO Biological Process","","Negative regulation of cell-cell adhesion","4.3E-4","CEACAM1|TBX21|IL1RN|CD86|ARG1|LILRB4|TRPV4|SOCS1","40149","18037|17893|17794|18019|18034|18001|17875|17932","1.06E-5","","GO:0022408","0.33665315444204136","0"
"194","8","GO Biological Process","","Positive regulation of peptidyl-tyrosine phosphorylation","4.3E-4","MIF|OSM|HGF|NRG1|ACE|CD3E|TNF|CCL5","40149","17803|17935|18130|17938|17896|18151|18010|17989","1.06E-5","","GO:0050731","0.33665315444204136","0"
"143","8","GO Molecular Function","","G protein-coupled peptide receptor activity","4.4E-4","CCR7|CCR2|CCR5|F2RL1|CX3CR1|AGTR1|GPR84|GIPR","40149","17944|18124|18133|17965|18145|17911|18046|17818","1.22E-6","","GO:0008528","0.33565473235138127","0"
"1104","20","GO Molecular Function","","Transition metal ion binding","4.4E-4","RORA|PPARG|ACE|S100B|NOS3|RORC|GATA2|ARG1|NR3C2|NR5A2|ADA|LCN2|SIRT3|CYP19A1|ACE2|MME|CYP2E1|NR4A1|ABO|ENPP1","40149","17821|18040|17896|17977|18013|17992|17842|18034|18079|17830|17926|17779|17959|18064|17887|18109|17782|17884|18061|18004","1.16E-6","","GO:0046914","0.33565473235138127","0"
"52","5","GO Biological Process","","Regulation of granulocyte chemotaxis","4.6E-4","CCR7|DPP4|TRPV4|CCL5|DAPK2","40149","17944|17866|17875|17989|17836","1.17E-5","","GO:0071622","0.3337242168318426","0"
"4","3","WikiPathways","","Downregulation of ACE2 by SARS-CoV-2 spike protein","4.6E-4","ACE|ACE2|AGTR1","40149","17896|17887|17911","4.71E-6","","WP4799","0.3337242168318426","0"
"102","7","COMPARTMENTS","","External side of plasma membrane","4.7E-4","ACE|CCR5|CD28|CD3E|ADA|CD8A|LDLR","40149","17896|18133|18067|18151|17926|17806|17878","1.62E-6","","GOCC:0009897","0.33279021420642824","0"
"140","7","GO Biological Process","","Blood vessel diameter maintenance","4.7E-4","ACE|F2RL1|NOS3|ADORA2B|ACE2|TNF|AGTR1","40149","17896|17965|18013|17791|17887|18010|17911","1.18E-5","","GO:0097746","0.33279021420642824","0"
"113","7","Reactome Pathways","","Negative regulation of the PI3K/AKT network","4.7E-4","HGF|NRG1|MET|CD28|CD86|NRG4|TRIB3","40149","18130|17938|17860|18067|18019|18118|18097","3.08E-6","","HSA-199418","0.33279021420642824","0"
"53","5","GO Biological Process","","Positive regulation of immunoglobulin production","5.0E-4","TBX21|CD28|CD86|TLR9|RBP4","40149","17893|18067|18019|18148|17980","1.27E-5","","GO:0002639","0.3301029995663981","0"
"53","5","GO Biological Process","","Protein kinase B signaling","5.0E-4","NRG1|MERTK|CD28|TNF|CCL5","40149","17938|18070|18067|18010|17989","1.27E-5","","GO:0043491","0.3301029995663981","0"
"142","7","GO Biological Process","","Regulation of smooth muscle cell proliferation","5.0E-4","PPARGC1A|PPARG|NOS3|NPPC|ACE2|TNF|CCL5","40149","17956|18040|18013|18031|17887|18010|17989","1.28E-5","","GO:0048660","0.3301029995663981","0"
"7522","61","GO Biological Process","","Organic substance metabolic process","5.1E-4","CEACAM1|TBX21|MIF|USP18|RIPK3|AMH|GCK|MPO|GGT1|NAPSA|IL1RN|RORA|WNT5A|PPARGC1A|ADAM28|PPARG|NRG1|ACE|MERTK|NOS3|SLC19A1|PPARGC1B|ANGPT2|MET|CD28|GATA2|ARG1|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|ADA|ABCA1|PRKCZ|IRF4|SIRT3|ADM2|CYP19A1|FITM2|NPPC|DHRS9|ACE2|SENP1|TNF|HMGA1|TRIB3|MME|CYP2E1|NR4A1|LDLR|SARM1|DUSP14|ANGPTL8|ABO|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17971|18121|17869|18112|17785|18106|18022|17794|17821|17812|17956|18016|18040|17938|17896|18070|18013|17827|17776|17908|17860|18067|17842|18034|17866|18148|18151|17830|17917|17980|17926|17923|17983|18103|17959|17881|18064|18076|18031|18142|17887|18091|18010|17914|18097|18109|17782|17884|17878|18058|17995|17902|18061|17920|17836|17932|18004|17848","1.3E-5","","GO:0071704","0.3292429823902064","0"
"350","11","DISEASES","","Urinary system disease","5.4E-4","MPO|IL1RN|ACE|CD248|MET|NR3C2|LCN2|POMC|CD8A|TNF|MME","40149","17785|17794|17896|18115|17860|18079|17779|17851|17806|18010|18109","2.83E-6","","DOID:18","0.3267606240177031","0"
"340","10","GO Biological Process","","Negative regulation of locomotion","5.6E-4","MIF|WNT5A|PPARG|NRG1|ANGPT2|CX3CR1|DPP4|ADA|CYP19A1|TNF","40149","17803|17812|18040|17938|17908|18145|17866|17926|18064|18010","1.44E-5","","GO:0040013","0.32518119729938","0"
"419","11","GO Biological Process","","Gland development","5.7E-4","RIPK3|HGF|WNT5A|NRG1|MET|GATA2|ARG1|ADA|CYP19A1|TNF|AGAP2","40149","18121|18130|17812|17938|17860|17842|18034|17926|18064|18010|18082","1.48E-5","","GO:0048732","0.3244125144327509","0"
"16","4","DISEASES","","COVID-19","5.8E-4","ACE|CD8A|ACE2|TNF","40149","17896|17806|17887|18010","3.14E-6","","DOID:0080600","0.3236572006437063","0"
"697","15","Reactome Pathways","","Signaling by GPCR","5.8E-4","CCR7|WNT5A|PDE3B|CCR2|CCR5|F2RL1|ADORA2B|CX3CR1|ADM2|POMC|AGTR1|GPR84|GIPR|CCL5|CCL4","40149","17944|17812|18049|18124|18133|17965|17791|18145|17881|17851|17911|18046|17818|17989|18100","4.05E-6","","HSA-372790","0.3236572006437063","0"
"205","8","GO Biological Process","","Response to insulin","6.0E-4","CEACAM1|GCK|PDE3B|PPARG|PRKCZ|TRPV4|TRIB3|ENPP1","40149","18037|18112|18049|18040|17983|17875|18097|18004","1.56E-5","","GO:0032868","0.32218487496163567","0"
"7","3","GO Biological Process","","Positive regulation of T-helper 2 cell differentiation","6.2E-4","CD86|NLRP3|PRKCZ","40149","18019|17857|17983","1.6E-5","","GO:0045630","0.3207608310501746","0"
"147","7","GO Biological Process","","Negative regulation of inflammatory response","6.2E-4","HGF|RORA|PPARG|NLRP3|ADA|CYP19A1|LDLR","40149","18130|17821|18040|17857|17926|18064|17878","1.59E-5","","GO:0050728","0.3207608310501746","0"
"2482","31","GO Cellular Component","","Cytoplasmic vesicle","6.3E-4","CEACAM1|MIF|HGF|MPO|NAPSA|WNT5A|ACE|CCR5|F2RL1|NOS3|ARG1|DPP4|TLR9|ADA|LCN2|ABCA1|PRKCZ|STEAP4|TRPM2|POMC|NPPC|ACE2|TNF|TRPV4|MME|DOCK2|AGAP2|GPR84|LDLR|DAPK2|SOCS1","40149","18037|17803|18130|17785|18022|17812|17896|18133|17965|18013|18034|17866|18148|17926|17779|17923|17983|17797|17773|17851|18031|17887|18010|17875|18109|17950|18082|18046|17878|17836|17932","2.48E-6","","GO:0031410","0.3200659450546418","0"
"148","7","GO Biological Process","","Intracellular receptor signaling pathway","6.4E-4","RORA|PPARG|PPARGC1B|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17776|17992|18079|17830|17884","1.66E-5","","GO:0030522","0.3193820026016113","0"
"148","7","GO Biological Process","","Cellular response to insulin stimulus","6.4E-4","CEACAM1|GCK|PDE3B|PPARG|PRKCZ|TRIB3|ENPP1","40149","18037|18112|18049|18040|17983|18097|18004","1.66E-5","","GO:0032869","0.3193820026016113","0"
"172","8","TISSUES","","Endothelium","6.5E-4","RIPK3|CCR7|RORA|ACE|NOS3|ANGPT2|GATA2|TRPV4","40149","18121|17944|17821|17896|18013|17908|17842|17875","4.55E-6","","BTO:0000393","0.31870866433571443","0"
"149","7","GO Biological Process","","Leukocyte chemotaxis","6.6E-4","CCR7|CCR2|CCR5|CX3CR1|TRPM2|CCL5|CCL4","40149","17944|18124|18133|18145|17773|17989|18100","1.73E-5","","GO:0030595","0.31804560644581314","0"
"186","8","KEGG Pathways","","Chemokine signaling pathway","6.6E-4","CCR7|CCR2|CCR5|CX3CR1|PRKCZ|DOCK2|CCL5|CCL4","40149","17944|18124|18133|18145|17983|17950|17989|18100","7.89E-6","","hsa04062","0.31804560644581314","0"
"78","6","Reactome Pathways","","Constitutive Signaling by Aberrant PI3K in Cancer","6.7E-4","HGF|NRG1|MET|CD28|CD86|NRG4","40149","18130|17938|17860|18067|18019|18118","5.01E-6","","HSA-2219530","0.31739251972991733","0"
"624","14","Reactome Pathways","","GPCR downstream signalling","7.0E-4","CCR7|PDE3B|CCR2|CCR5|F2RL1|ADORA2B|CX3CR1|ADM2|POMC|AGTR1|GPR84|GIPR|CCL5|CCL4","40149","17944|18049|18124|18133|17965|17791|18145|17881|17851|17911|18046|17818|17989|18100","5.51E-6","","HSA-388396","0.3154901959985743","0"
"27","4","GO Biological Process","","Negative regulation of T cell mediated immunity","7.4E-4","CEACAM1|TBX21|ARG1|LILRB4","40149","18037|17893|18034|18001","1.95E-5","","GO:0002710","0.3130768280269024","0"
"23","4","KEGG Pathways","","Renin-angiotensin system","7.4E-4","ACE|ACE2|AGTR1|MME","40149","17896|17887|17911|18109","1.1E-5","","hsa04614","0.3130768280269024","0"
"282","9","GO Biological Process","","Sex differentiation","8.0E-4","AMH|WNT5A|ACE|MERTK|NOS3|TLR9|RBP4|CYP19A1|TLR5","40149","17869|17812|17896|18070|18013|18148|17980|18064|17845","2.12E-5","","GO:0007548","0.3096910013008056","0"
"356","10","GO Biological Process","","Response to virus","8.0E-4","TBX21|RIPK3|NLRC5|F2RL1|NLRP3|TLR9|CARD9|TNF|CCL5|CCL4","40149","17893|18121|18085|17965|17857|18148|18139|18010|17989|18100","2.11E-5","","GO:0009615","0.3096910013008056","0"
"155","7","GO Biological Process","","Positive regulation of lipid metabolic process","8.3E-4","CCR7|PPARGC1A|PPARG|SIRT3|TNF|AGAP2|LDLR","40149","17944|17956|18040|17959|18010|18082|17878","2.21E-5","","GO:0045834","0.30809219076239264","0"
"50","5","WikiPathways","","Vitamin B12 metabolism","8.5E-4","MPO|ABCA1|TNF|LDLR|CCL5","40149","17785|17923|18010|17878|17989","9.77E-6","","WP1533","0.3070581074285707","0"
"61","5","GO Biological Process","","Negative regulation of chemotaxis","9.0E-4","MIF|WNT5A|ANGPT2|DPP4|CYP19A1","40149","17803|17812|17908|17866|18064","2.4E-5","","GO:0050922","0.30457574905606755","0"
"47","6","InterPro Domains","","Nuclear hormone receptor, ligand-binding domain","9.1E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","3.22E-7","","IPR000536","0.30409586076789064","0"
"45","6","InterPro Domains","","Zinc finger, nuclear hormone receptor-type","9.1E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","2.55E-7","","IPR001628","0.30409586076789064","0"
"47","6","InterPro Domains","","Nuclear hormone receptor-like domain superfamily","9.1E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","3.22E-7","","IPR035500","0.30409586076789064","0"
"444","11","GO Biological Process","","Response to wounding","9.3E-4","CEACAM1|WNT5A|NRG1|CCR2|MERTK|F2RL1|GATA2|ARG1|CX3CR1|GIPR|SARM1","40149","18037|17812|17938|18124|18070|17965|17842|18034|18145|17818|18058","2.49E-5","","GO:0009611","0.3031517051446065","0"
"29","4","GO Biological Process","","Regulation of macrophage chemotaxis","9.3E-4","MIF|CYP19A1|TRPV4|CCL5","40149","17803|18064|17875|17989","2.52E-5","","GO:0010758","0.3031517051446065","0"
"288","9","GO Biological Process","","Negative regulation of cell migration","9.3E-4","MIF|PPARG|NRG1|ANGPT2|CX3CR1|DPP4|ADA|CYP19A1|TNF","40149","17803|18040|17938|17908|18145|17866|17926|18064|18010","2.49E-5","","GO:0030336","0.3031517051446065","0"
"105","6","GO Biological Process","","Positive regulation of tumor necrosis factor superfamily cytokine production","9.3E-4","MIF|WNT5A|CCR2|CD86|TLR9|CARD9","40149","17803|17812|18124|18019|18148|18139","2.49E-5","","GO:1903557","0.3031517051446065","0"
"532","12","GO Biological Process","","Response to inorganic substance","9.6E-4","RIPK3|MPO|CCR7|WNT5A|NOS3|ARG1|TLR9|ADA|TRPM2|CYP2E1|GIPR|ENPP1","40149","18121|17785|17944|17812|18013|18034|18148|17926|17773|17782|17818|18004","2.58E-5","","GO:0010035","0.30177287669604314","0"
"365","10","GO Biological Process","","Lipid localization","9.6E-4","CEACAM1|AQP9|PPARG|ACE|RBP4|ABCA1|FITM2|TNF|LDLR|ENPP1","40149","18037|18055|18040|17896|17980|17923|18076|18010|17878|18004","2.6E-5","","GO:0010876","0.30177287669604314","0"
"30","4","GO Biological Process","","Positive T cell selection","0.001","TBX21|CD3E|IRF4|DOCK2","40149","17893|18151|18103|17950","2.84E-5","","GO:0043368","0.3","0"
"107","6","GO Biological Process","","Viral entry into host cell","0.001","CCR5|CD86|DPP4|ACE2|AGTR1|LDLR","40149","18133|18019|17866|17887|17911|17878","2.76E-5","","GO:0046718","0.3","0"
"1600","23","TISSUES","","Lymphoid tissue","0.001","TBX21|OSM|RIPK3|CCR7|NLRC5|ADAM28|CCR2|NOS3|CD28|RORC|CD86|TLR9|CD3E|ADA|LY86|IRF4|CD8A|TNF|AGTR1|HMGA1|DOCK2|CCL5|CCL4","40149","17893|17935|18121|17944|18085|18016|18124|18013|18067|17992|18019|18148|18151|17926|17905|18103|17806|18010|17911|17914|17950|17989|18100","7.77E-6","","BTO:0000753","0.3","0"
"9","3","GO Biological Process","","Regulation of blood volume by renin-angiotensin","0.0011","ACE|ACE2|AGTR1","40149","17896|17887|17911","2.91E-5","","GO:0002016","0.2958607314841775","0"
"1041","17","GO Biological Process","","Apoptotic process","0.0011","RIPK3|WNT5A|PPARGC1A|SFRP5|CD248|CD28|NLRP3|CD3E|SGK1|ADA|LCN2|SENP1|TNF|TRIB3|NR4A1|AGAP2|DAPK2","40149","18121|17812|17956|17968|18115|18067|17857|18151|17917|17926|17779|18091|18010|18097|17884|18082|17836","3.07E-5","","GO:0006915","0.2958607314841775","0"
"7156","58","GO Biological Process","","Primary metabolic process","0.0011","CEACAM1|TBX21|MIF|USP18|RIPK3|AMH|GCK|GGT1|NAPSA|IL1RN|RORA|WNT5A|PPARGC1A|ADAM28|PPARG|NRG1|ACE|MERTK|NOS3|PPARGC1B|MET|CD28|GATA2|ARG1|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|ADA|ABCA1|PRKCZ|IRF4|SIRT3|ADM2|CYP19A1|FITM2|NPPC|DHRS9|ACE2|SENP1|TNF|HMGA1|TRIB3|MME|CYP2E1|NR4A1|LDLR|SARM1|DUSP14|ANGPTL8|ABO|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17971|18121|17869|18112|18106|18022|17794|17821|17812|17956|18016|18040|17938|17896|18070|18013|17776|17860|18067|17842|18034|17866|18148|18151|17830|17917|17980|17926|17923|17983|18103|17959|17881|18064|18076|18031|18142|17887|18091|18010|17914|18097|18109|17782|17884|17878|18058|17995|17902|18061|17920|17836|17932|18004|17848","3.01E-5","","GO:0044238","0.2958607314841775","0"
"372","10","GO Biological Process","","Multicellular organismal homeostasis","0.0011","NAPSA|PPARGC1A|NOS3|MET|GATA2|TLR9|RBP4|TRPM2|TRPV4|ACACA","40149","18022|17956|18013|17860|17842|18148|17980|17773|17875|17920","3.04E-5","","GO:0048871","0.2958607314841775","0"
"164","7","GO Biological Process","","Negative regulation of secretion","0.0011","CEACAM1|OSM|NRG1|ACE|CCR2|ADA|TNF","40149","18037|17935|17938|17896|18124|17926|18010","3.13E-5","","GO:0051048","0.2958607314841775","0"
"100","6","KEGG Pathways","","Toll-like receptor signaling pathway","0.0011","CD86|TLR9|TNF|CCL5|CCL4|TLR5","40149","18019|18148|18010|17989|18100|17845","1.92E-5","","hsa04620","0.2958607314841775","0"
"1504","21","GO Biological Process","","Reproductive process","0.0012","AMH|GGT1|WNT5A|ADAM28|PPARG|ACE|MERTK|NOS3|SLC19A1|ANGPT2|GATA2|ARG1|TLR9|RBP4|ADA|CYP19A1|TRPM2|NPPC|ACE2|MME|TLR5","40149","17869|18106|17812|18016|18040|17896|18070|18013|17827|17908|17842|18034|18148|17980|17926|18064|17773|18031|17887|18109|17845","3.21E-5","","GO:0022414","0.29208187539523756","0"
"65","5","GO Biological Process","","Positive regulation of interleukin-8 production","0.0012","WNT5A|F2RL1|TLR9|TNF|TLR5","40149","17812|17965|18148|18010|17845","3.2E-5","","GO:0032757","0.29208187539523756","0"
"166","7","GO Biological Process","","Positive regulation of angiogenesis","0.0012","HGF|WNT5A|NOS3|ANGPT2|GATA2|CX3CR1|ADM2","40149","18130|17812|18013|17908|17842|18145|17881","3.37E-5","","GO:0045766","0.29208187539523756","0"
"166","7","GO Biological Process","","Negative regulation of lymphocyte activation","0.0012","CEACAM1|TBX21|MERTK|CD86|ARG1|LILRB4|SOCS1","40149","18037|17893|18070|18019|18034|18001|17932","3.37E-5","","GO:0051250","0.29208187539523756","0"
"326","10","Reactome Pathways","","Class A/1 (Rhodopsin-like receptors)","0.0012","CCR7|CCR2|CCR5|F2RL1|ADORA2B|CX3CR1|POMC|AGTR1|CCL5|CCL4","40149","17944|18124|18133|17965|17791|18145|17851|17911|17989|18100","1.01E-5","","HSA-373076","0.29208187539523756","0"
"58","5","WikiPathways","","Pre-implantation embryo","0.0012","AQP9|GATA2|NR3C2|IRF4|HMGA1","40149","18055|17842|18079|18103|17914","1.91E-5","","WP3527","0.29208187539523756","0"
"63","5","WikiPathways","","Lung fibrosis","0.0012","HGF|CCR2|TNF|CCL5|CCL4","40149","18130|18124|18010|17989|18100","2.78E-5","","WP3624","0.29208187539523756","0"
"7","3","WikiPathways","","SARS-CoV-2 and ACE2 receptor: molecular mechanisms","0.0012","ACE|ACE2|AGTR1","40149","17896|17887|17911","1.6E-5","","WP4883","0.29208187539523756","0"
"100","6","WikiPathways","","Burn wound healing","0.0012","HGF|CD248|TLR9|CD3E|TNF|TLR5","40149","18130|18115|18148|18151|18010|17845","1.92E-5","","WP5055","0.29208187539523756","0"
"27","4","WikiPathways","","Interactions of natural killer cells in pancreatic cancer","0.0012","GATA2|TNF|CCL5|CCL4","40149","17842|18010|17989|18100","1.95E-5","","WP5092","0.29208187539523756","0"
"8","3","WikiPathways","","Non-classical role of vitamin D","0.0012","ACE|ACE2|AGTR1","40149","17896|17887|17911","2.19E-5","","WP5133","0.29208187539523756","0"
"27","4","WikiPathways","","SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction","0.0012","ACE|NLRP3|ACE2|TNF","40149","17896|17857|17887|18010","1.95E-5","","WP5183","0.29208187539523756","0"
"25","4","WikiPathways","","Cell interactions of the pancreatic cancer microenvironment","0.0012","CCR2|CCR5|CD86|CCL5","40149","18124|18133|18019|17989","1.48E-5","","WP5284","0.29208187539523756","0"
"154","7","WikiPathways","","Sudden infant death syndrome (SIDS) susceptibility pathways","0.0012","GCK|IL1RN|RORA|PPARGC1A|PPARGC1B|GATA2|TNF","40149","18112|17794|17821|17956|17776|17842|18010","2.12E-5","","WP706","0.29208187539523756","0"
"102","6","WikiPathways","","Toll-like receptor signaling pathway","0.0012","CD86|TLR9|TNF|CCL5|CCL4|TLR5","40149","18019|18148|18010|17989|18100|17845","2.13E-5","","WP75","0.29208187539523756","0"
